brand,model,price,depre,age,mileage,eng_cap,power,owners,reg_date,maturity_date,years_left,COE_extended
BMW,7 Series 730Li Sunroof,290800,30630.0,2.5,44246.0,1998.0,195.0,1,2020-07-09,2030-07-09,7.5,False
BMW,7 Series 730Li Sunroof,290800,30630.0,2.5,42468.0,1998.0,195.0,1,2020-07-09,2030-07-09,7.5,False
BMW,7 Series 730Li Sunroof,259800,28370.0,3.0,87655.0,1998.0,195.0,2,2020-01-16,2030-01-15,7.0,False
BMW,3 Series 318i Sunroof ,77800,10310.0,12.5,112000.0,1995.0,100.0,5,2010-07-27,2030-07-01,7.5,True
Volvo,S60 T4 R-Design,165000,17550.0,1.8,31500.0,1969.0,140.0,1,2021-03-22,2031-03-22,8.2,False
Mercedes-Benz,C-Class C180K ,88800,10140.0,11.2,120447.0,1597.0,115.0,3,2011-10-13,2031-10-01,8.7,True
BMW,5 Series 540i M-Sport Sunroof,178800,32010.0,5.8,44000.0,2998.0,250.0,1,2017-03-31,2027-03-31,4.2,False
BMW,5 Series 523i ,88800,12160.0,12.7,92000.0,2497.0,150.0,3,2010-04-30,2030-04-01,7.2,True
Mercedes-Benz,CLA-Class CLA180 AMG Line,182000,18150.0,1.1,20000.0,1332.0,100.0,1,2021-11-19,2031-11-19,8.9,False
Mercedes-Benz,CLA-Class CLA180,59800,22340.0,7.8,75300.0,1595.0,90.0,3,2015-04-01,2025-03-31,2.2,False
Toyota,Camry 2.0A,104800,15850.0,4.4,21200.0,1998.0,123.0,1,2018-08-10,2028-08-09,5.6,False
Lexus,IS250 ,9800,19130.0,14.5,,2500.0,153.0,3,2008-07-18,2023-07-01,0.5,True
Audi,A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,198999,19430.0,0.9,1957.0,1984.0,110.0,1,2022-02-28,2032-02-28,9.1,False
BMW,5 Series 520i Mild Hybrid,209800,22560.0,2.1,8430.0,1998.0,137.2,1,2020-12-21,2030-12-21,7.9,False
BMW,3 Series 316i,38800,18040.0,8.6,83000.0,1598.0,100.0,2,2014-06-13,2024-06-12,1.4,False
Audi,A6 2.0A TFSI MU,41800,17600.0,9.0,134709.0,1984.0,132.0,3,2014-01-21,2024-01-21,1.0,False
Audi,A4 2.0A TFSI S-tronic,130800,17200.0,3.5,62595.0,1984.0,140.0,1,2019-06-29,2029-06-28,6.5,False
Mercedes-Benz,CLA-Class CLA180,45800,22220.0,8.4,108000.0,1595.0,90.0,2,2014-08-19,2024-08-18,1.6,False
BMW,5 Series 530e Plug-in Hybrid M Sport,188800,26310.0,4.3,,1998.0,185.0,3,2018-09-28,2028-09-27,5.7,False
BMW,5 Series 523i ,86800,11240.0,12.1,136000.0,2497.0,150.0,3,2010-11-25,2030-09-01,7.6,True
Lexus,IS Hybrid IS300h Executive,143000,21080.0,4.3,48000.0,2494.0,164.0,2,2018-09-28,2028-09-27,5.7,False
Mercedes-Benz,E-Class E200 Avantgarde,124777,23220.0,6.1,128000.0,1991.0,135.0,2,2016-11-18,2026-11-18,3.9,False
Mercedes-Benz,C-Class C200 AMG Line,78800,23060.0,7.6,,1991.0,135.0,3,2015-06-16,2025-06-15,2.4,False
Audi,A5 Sportback 2.0A TFSI S-tronic Design,145800,19530.0,3.7,43000.0,1984.0,140.0,1,2019-04-30,2029-04-29,6.3,False
Mazda,6 2.0A Executive,120777,13880.0,2.2,21797.0,1998.0,121.0,1,2020-11-11,2030-11-11,7.8,False
Mercedes-Benz,E-Class E200 Exclusive,249800,25310.0,1.6,9000.0,1991.0,145.0,1,2021-06-23,2031-06-23,8.4,False
Volvo,S90 Mild Hybrid B5 Inscription,229999,21230.0,0.1,2000.0,1969.0,184.0,1,2022-12-05,2032-12-04,9.9,False
Infiniti,Q50 2.0A T Premium,56800,15780.0,7.6,71000.0,1991.0,155.0,1,2015-06-24,2025-06-23,2.4,False
Audi,A5 Sportback 2.0A TFSI S-tronic Design,154800,18930.0,3.0,49000.0,1984.0,140.0,1,2019-12-28,2029-12-27,7.0,False
Lexus,IS Turbo IS200t Executive,107777,19420.0,5.6,70000.0,1998.0,180.0,1,2017-05-26,2027-05-26,4.4,False
BMW,3 Series 318i Highline Sportline,166666,17830.0,2.1,26000.0,1998.0,115.0,1,2020-12-22,2030-12-22,7.9,False
BMW,5 Series 520i Mild Hybrid,207800,21180.0,1.6,7500.0,1998.0,137.2,2,2021-05-25,2031-05-25,8.4,False
BMW,4 Series 420i Gran Coupe M-Sport,256888,23750.0,0.6,,1998.0,135.0,1,2022-06-20,2032-06-19,9.4,False
Rolls-Royce,Ghost,1800000,155740.0,0.7,,6749.0,420.0,1,2022-05-15,2032-05-14,9.3,False
Toyota,Camry Hybrid 2.5A Ascent,125500,16790.0,3.3,41500.0,2487.0,160.0,2,2019-10-03,2029-10-02,6.7,False
Mercedes-Benz,E-Class E200 Mild Hybrid AMG Line,243800,25160.0,1.5,15000.0,1991.0,155.0,1,2021-06-28,2031-06-28,8.5,False
Mercedes-Benz,E-Class E180 Avantgarde,175800,19170.0,2.3,35000.0,1497.0,115.0,1,2020-09-17,2030-09-17,7.7,False
Maserati,Quattroporte 3.0A,398800,43290.0,2.5,41000.0,2979.0,257.0,1,2020-07-23,2030-07-23,7.5,False
Lexus,ES250 Executive Sunroof,183333,20310.0,2.2,26971.0,2487.0,152.0,1,2020-11-11,2030-11-11,7.8,False
BMW,2 Series 218i Gran Coupe Luxury,159800,15870.0,1.3,6000.0,1499.0,100.0,1,2021-09-30,2031-09-30,8.7,False
BMW,2 Series 218i Gran Coupe M-Sport,146666,15880.0,2.1,39000.0,1499.0,103.0,1,2020-11-28,2030-11-28,7.9,False
Mercedes-Benz,CLA-Class CLA180,92888,17480.0,5.5,55000.0,1595.0,90.0,2,2017-07-21,2027-07-21,4.5,False
Mercedes-Benz,E-Class E250 CGI ,85800,13610.0,13.0,108000.0,1796.0,150.0,3,2010-01-29,2029-04-01,6.2,True
Volvo,S60 T5,92000,14610.0,4.7,70000.0,1969.0,180.0,1,2018-04-24,2028-04-23,5.3,False
Mercedes-Benz,S-Class S400L,166800,29580.0,6.8,79000.0,2996.0,245.0,3,2016-03-11,2026-03-11,3.2,False
Mercedes-Benz,E-Class E200 Exclusive,206800,22580.0,2.5,76000.0,1991.0,145.0,1,2020-07-30,2030-07-30,7.5,False
Mercedes-Benz,E-Class E250 CGI Elegance ,98800,12260.0,11.4,159000.0,1796.0,150.0,4,2011-08-22,2031-01-01,8.0,True
Audi,A4 1.8A TFSI MU ,95800,12740.0,12.5,106000.0,1798.0,118.0,3,2010-07-19,2030-07-01,7.5,True
Mercedes-Benz,C-Class C180 Avantgarde,92388,19990.0,6.3,64108.0,1595.0,115.0,2,2016-09-23,2026-09-23,3.7,False
BMW,5 Series 520i Luxury,183000,20860.0,2.8,42900.0,1998.0,135.0,3,2020-03-27,2030-03-27,7.2,False
Mercedes-Benz,E-Class E220d Sunroof,119800,23060.0,5.9,111984.0,1950.0,143.0,1,2017-02-17,2027-02-17,4.1,False
BMW,5 Series 530i M-Sport,162800,25980.0,5.1,92000.0,1998.0,185.0,2,2017-12-08,2027-12-08,4.9,False
Mercedes-Benz,CLA-Class CLA180 AMG Line,76800,19620.0,6.8,89000.0,1595.0,90.0,2,2016-03-24,2026-03-24,3.2,False
Mercedes-Benz,CLA-Class CLA180 Urban,101888,18990.0,5.4,99000.0,1595.0,90.0,1,2017-09-04,2027-09-04,4.6,False
Audi,A5 Sportback 2.0A TFSI S-tronic Design,127800,21840.0,5.1,44000.0,1984.0,140.0,1,2017-12-07,2027-12-07,4.9,False
BMW,5 Series 530i,207000,22520.0,2.5,45100.0,1998.0,185.0,1,2020-07-30,2030-07-30,7.5,False
BMW,7 Series 730Li Sunroof ,103800,12880.0,11.7,119000.0,2996.0,190.0,3,2011-05-03,2031-01-01,8.0,True
Mercedes-Benz,E-Class E350e Plug-in Hybrid AMG Line,181999,25010.0,4.5,55555.0,1991.0,210.0,1,2018-07-06,2028-07-05,5.5,False
Audi,A6 Mild Hybrid 2.0A TFSI S-tronic Design,172800,21460.0,3.2,55105.0,1984.0,180.0,1,2019-10-29,2029-10-28,6.8,False
Mercedes-Benz,CLS-Class CLS350 AMG Line Sunroof ,126800,14970.0,10.3,,3498.0,225.0,3,2012-10-03,2031-06-01,8.4,True
Mercedes-Benz,CLA-Class CLA180 Progressive,193800,18200.0,0.4,6000.0,1332.0,96.0,1,2022-08-05,2032-08-04,9.6,False
BMW,3 Series 320i Cabriolet ,115000,18480.0,33.4,,1990.0,,,1989-08-01,2029-03-01,6.1,True
Mazda,6 2.0A,123800,13870.0,1.8,8628.0,1998.0,121.0,1,2021-03-31,2031-03-31,8.2,False
Mercedes-Benz,E-Class E250 Exclusive,134800,23200.0,5.9,,1991.0,155.0,3,2017-02-21,2027-02-21,4.1,False
Mercedes-Benz,E-Class E200,80888,19610.0,7.4,108000.0,1991.0,135.0,1,2015-08-31,2025-08-30,2.6,False
Jaguar,XF 2.0A GTDI Luxury,119888,17230.0,5.5,67438.0,1999.0,177.0,2,2017-06-30,2027-06-30,4.5,False
Mercedes-Benz,E-Class E250 AMG Edition E,97888,22440.0,7.0,113000.0,1991.0,155.0,3,2016-01-08,2026-01-07,3.0,False
Mercedes-Benz,C-Class C200 Sport Premium,75000,30200.0,8.2,109000.0,1991.0,135.0,2,2014-11-14,2024-11-13,1.8,False
Audi,A4 2.0A TFSI S-tronic,130888,17070.0,3.5,46751.0,1984.0,140.0,1,2019-07-19,2029-07-18,6.5,False
Mercedes-Benz,C-Class C160 Avantgarde,158000,17940.0,2.3,55000.0,1497.0,95.0,1,2020-09-22,2030-09-22,7.7,False
BMW,6 Series 630i Gran Turismo M-Sport,286800,27560.0,1.3,16000.0,1998.0,192.2,2,2021-09-13,2031-09-13,8.7,False
Maserati,Ghibli 3.0A,167000,33410.0,6.7,99000.0,2979.0,243.0,4,2016-04-15,2026-04-15,3.3,False
BMW,3 Series 320i Highline,170800,18130.0,2.2,43000.0,1998.0,135.0,2,2020-10-27,2030-10-27,7.8,False
Lexus,IS250 Luxury,57500,45300.0,9.4,117439.0,2500.0,153.0,2,2013-08-20,2023-08-20,0.6,False
BMW,3 Series 328i Sunroof ,150888,15080.0,9.2,91000.0,1997.0,180.0,2,2013-10-25,2033-10-24,10.8,True
Rolls-Royce,Ghost,1345988,110300.0,1.0,,6592.0,420.0,1,2022-01-27,2032-01-27,9.0,False
BMW,4 Series 430i Gran Coupe M-Sport,289800,27710.0,1.1,12000.0,1998.0,180.0,1,2021-11-30,2031-11-30,8.9,False
BMW,3 Series 318i M-Sport,200000,20070.0,1.4,16000.0,1998.0,115.0,1,2021-08-30,2031-08-30,8.6,False
Maserati,Quattroporte 4.2A ,67700,22240.0,17.0,110000.0,4244.0,295.0,3,2006-01-27,2026-01-01,3.0,True
Subaru,Legacy 2.5i-S Sunroof,48800,14630.0,7.3,124000.0,2498.0,129.0,1,2015-09-16,2025-09-15,2.7,False
BMW,5 Series 528i,72800,21650.0,7.7,79000.0,1997.0,180.0,2,2015-04-28,2025-04-27,2.3,False
BMW,3 Series 320i Luxury,179800,19770.0,2.4,29500.0,1998.0,135.0,1,2020-08-31,2030-08-31,7.6,False
Mercedes-Benz,C-Class C180 Avantgarde,62388,20800.0,7.8,100000.0,1595.0,115.0,2,2015-04-09,2025-04-08,2.2,False
BMW,3 Series 318i Shadow Edition,105800,18040.0,5.1,83000.0,1499.0,100.0,2,2017-11-30,2027-11-30,4.9,False
BMW,5 Series 520i Luxury,53800,26830.0,9.0,115000.0,1997.0,135.0,2,2013-12-30,2023-12-30,1.0,False
Mercedes-Benz,E-Class E250 CGI ,93999,12890.0,12.7,,1796.0,150.0,2,2010-04-27,2030-04-01,7.2,True
Mercedes-Benz,CLA-Class CLA180 Urban,126800,17920.0,3.8,43000.0,1595.0,90.0,1,2019-03-27,2029-03-26,6.2,False
BMW,5 Series 525i XL ,57800,9960.0,14.2,149838.0,2497.0,160.0,4,2008-10-30,2028-10-01,5.7,True
Mercedes-Benz,CLA-Class CLA180 Progressive,161800,18520.0,2.3,39562.0,1332.0,96.0,1,2020-09-22,2030-09-22,7.7,False
BMW,5 Series 530i M-Sport,215800,24900.0,3.0,16975.0,1998.0,185.0,1,2019-12-30,2029-12-29,7.0,False
Hyundai,Sonata 2.0A GLS,63800,12850.0,5.8,101265.0,1999.0,113.0,2,2017-03-23,2027-03-23,4.2,False
Audi,A4 2.0A TFSI S-tronic,120800,16970.0,4.0,97646.0,1984.0,140.0,1,2018-12-27,2028-12-26,6.0,False
Bentley,Continental Flying Spur 6.0A ,208800,25140.0,11.3,38887.0,5988.0,412.0,2,2011-10-07,2031-04-01,8.2,True
BMW,5 Series 528i,72800,22930.0,7.9,149197.0,1997.0,180.0,3,2015-02-27,2025-02-26,2.1,False
Mercedes-Benz,C-Class C180K ,83800,10190.0,11.5,130186.0,1597.0,115.0,3,2011-06-30,2031-03-01,8.1,True
Maserati,Quattroporte 3.0A,188800,31360.0,6.7,108000.0,2979.0,243.0,1,2016-04-29,2026-04-29,3.3,False
Audi,A6 Avant 1.8A TFSI S-tronic,93800,19210.0,6.5,108000.0,1798.0,140.0,2,2016-07-20,2026-07-20,3.5,False
Mercedes-Benz,CLA-Class CLA180 Progressive,183800,17660.0,0.7,3067.0,1332.0,96.0,1,2022-04-27,2032-04-26,9.3,False
Mercedes-Benz,S-Class S350L BlueTEC,113000,33270.0,8.6,114247.0,2987.0,190.0,3,2014-05-26,2024-05-25,1.4,False
Tesla,Model 3 Electric Performance AWD,248800,24920.0,1.1,,,377.0,1,2021-11-29,2031-11-29,8.9,False
Maserati,Ghibli Hybrid 2.0A GT,388800,37550.0,1.0,14000.0,1995.0,243.0,1,2022-01-25,2032-01-25,9.0,False
Audi,A4 2.0A TFSI Quattro ,97000,11790.0,11.8,,1984.0,155.0,3,2011-04-04,2031-04-01,8.2,True
BMW,2 Series 218i Gran Coupe Luxury,148888,16580.0,2.3,38000.0,1499.0,103.0,1,2020-09-30,2030-09-30,7.7,False
Mercedes-Benz,S-Class S320L,166000,29070.0,6.6,89688.0,2996.0,200.0,2,2016-06-08,2026-06-08,3.4,False
Mercedes-Benz,C-Class C180 Exclusive,57800,22600.0,8.1,139711.0,1595.0,115.0,1,2014-12-18,2024-12-17,1.9,False
BMW,7 Series 740Li M-Sport Sunroof,181181,30590.0,6.1,108000.0,2998.0,240.0,2,2016-12-01,2026-12-01,3.9,False
Jaguar,XF 2.0A Prestige,125800,20690.0,5.4,,1999.0,177.0,2,2017-08-30,2027-08-30,4.6,False
Audi,A3 Sedan 1.0A TFSI S-tronic,96800,15460.0,4.5,11000.0,999.0,85.0,1,2018-07-19,2028-07-18,5.5,False
Audi,A7 Sportback Mild Hybrid 2.0A TFSI Quattro S-tronic,256000,26940.0,1.9,28000.0,1984.0,180.0,2,2021-01-30,2031-01-30,8.1,False
Audi,A4 1.4A TFSI S-tronic,96800,17170.0,5.2,60342.0,1395.0,110.0,1,2017-11-09,2027-11-09,4.8,False
Bentley,Continental Flying Spur 6.0A Speed ,137888,22700.0,13.9,,5998.0,449.0,More than 6,2009-02-06,2029-02-01,6.1,True
Kia,Optima 2.0A,60555,13000.0,6.4,86000.0,1999.0,120.0,1,2016-08-31,2026-08-31,3.6,False
Mercedes-Benz,CLA-Class CLA180,64800,20090.0,7.4,82000.0,1595.0,90.0,3,2015-08-18,2025-08-17,2.6,False
Mercedes-Benz,CLA-Class CLA180 AMG Line,187800,18510.0,1.0,1988.0,1332.0,100.0,1,2022-01-14,2032-01-14,9.0,False
Maserati,Ghibli Mild Hybrid 2.0A,326800,33940.0,1.7,8000.0,1995.0,243.0,1,2021-04-22,2031-04-22,8.3,False
Audi,A4 2.0A TFSI S-tronic,115000,17100.0,4.4,71000.0,1984.0,140.0,1,2018-08-14,2028-08-13,5.6,False
BMW,5 Series 523i ,86800,11630.0,12.5,,2497.0,150.0,6,2010-06-28,2030-06-01,7.4,True
Volvo,S60 T5,95800,14830.0,4.5,99000.0,1969.0,180.0,1,2018-06-29,2028-06-28,5.5,False
Opel,Insignia Grandsport Diesel 1.6A Turbo,103800,13340.0,3.3,37000.0,1598.0,100.0,1,2019-09-25,2029-09-24,6.7,False
Mercedes-Benz,S-Class S400L,126000,31630.0,8.5,85000.0,2996.0,245.0,1,2014-07-22,2024-07-21,1.5,False
Lexus,ES250 Luxury,59800,22050.0,8.4,124100.0,2494.0,135.0,2,2014-08-27,2024-08-26,1.6,False
BMW,3 Series 316i,44800,21110.0,8.5,,1598.0,100.0,2,2014-07-15,2024-07-14,1.5,False
Mercedes-Benz,CLA-Class CLA180,39999,22000.0,8.6,129500.0,1595.0,90.0,2,2014-05-20,2024-05-19,1.4,False
BMW,3 Series 320i Efficient Dynamics,46800,17930.0,8.3,140000.0,1598.0,125.0,4,2014-09-30,2024-09-29,1.7,False
Lexus,GS300 ,85800,11760.0,12.7,122179.0,2995.0,183.0,3,2010-04-27,2030-04-01,7.2,True
BMW,5 Series 523i Executive Sunroof ,92800,12020.0,12.3,130000.0,2497.0,150.0,3,2010-10-04,2030-09-01,7.6,True
BMW,5 Series 528i Luxury Sunroof,81800,23080.0,7.7,,1997.0,180.0,4,2015-05-12,2025-05-11,2.3,False
BMW,5 Series 523i ,88500,11970.0,12.6,121000.0,2497.0,150.0,5,2010-06-02,2030-06-01,7.4,True
Mercedes-Benz,E-Class E200 CGI ,81500,12930.0,12.9,148000.0,1796.0,135.0,3,2010-03-02,2029-04-01,6.2,True
Mercedes-Benz,S-Class S320L,239800,34670.0,5.1,90000.0,2996.0,200.0,1,2017-12-20,2027-12-20,4.9,False
Honda,Accord 2.4A,33800,13780.0,8.8,129000.0,2354.0,133.0,3,2014-03-21,2024-03-20,1.2,False
Volkswagen,Passat 1.8A TFSI,54800,15340.0,7.4,136000.0,1798.0,132.0,2,2015-08-27,2025-08-26,2.6,False
BMW,M Series M340i Mild Hybrid xDrive,305800,30730.0,1.5,9490.0,2998.0,277.2,1,2021-07-19,2031-07-19,8.5,False
Mercedes-Benz,CLA-Class CLA180 AMG Line Premium Plus Sunroof,166588,19520.0,2.8,47000.0,1332.0,100.0,3,2020-03-30,2030-03-30,7.2,False
BMW,5 Series 530i M-Sport,295800,26400.0,0.5,6500.0,1998.0,187.2,1,2022-07-29,2032-07-28,9.5,False
Mercedes-Benz,E-Class E200 AMG Line Panoramic Roof,189800,22170.0,3.1,59000.0,1991.0,135.0,1,2019-12-11,2029-12-10,6.9,False
Toyota,Camry 2.0A ,63500,10350.0,13.8,134664.0,1998.0,108.0,2,2009-03-19,2029-02-01,6.1,True
Lexus,ES250 Luxury Sunroof,173800,20790.0,3.1,68000.0,2487.0,152.0,1,2019-12-20,2029-12-19,6.9,False
BMW,3 Series 318i,61800,17640.0,7.3,66000.0,1499.0,100.0,2,2015-09-17,2025-09-16,2.7,False
Mazda,6 2.0A Executive,133800,13570.0,1.0,21500.0,1998.0,121.0,1,2021-12-28,2031-12-28,9.0,False
Mercedes-Benz,C-Class C180 Avantgarde,37800,19210.0,8.8,142420.0,1595.0,115.0,2,2014-04-08,2024-04-07,1.2,False
BMW,3 Series 330i,99800,21930.0,6.6,65000.0,1998.0,185.0,3,2016-06-17,2026-06-17,3.4,False
Volvo,S90 T5 Momentum,118800,20250.0,5.2,77900.0,1969.0,187.0,1,2017-10-17,2027-10-17,4.8,False
Mazda,6 2.5A Sunroof,71800,14980.0,6.3,103200.0,2488.0,141.0,1,2016-09-23,2026-09-23,3.7,False
Mercedes-Benz,C-Class C180K Avantgarde ,92998,10360.0,10.7,127379.0,1597.0,115.0,4,2012-04-18,2031-12-01,8.9,True
Mercedes-Benz,C-Class C180 Avantgarde,160800,18690.0,2.5,34000.0,1497.0,115.0,1,2020-07-15,2030-07-15,7.5,False
Audi,A6 1.8A TFSI S-tronic,74000,18400.0,7.3,79000.0,1798.0,140.0,4,2015-09-16,2025-09-15,2.7,False
Mercedes-Benz,E-Class E250 Exclusive,165800,22980.0,4.5,45123.0,1991.0,155.0,2,2018-06-25,2028-06-24,5.5,False
Audi,A4 2.0A TFSI S-tronic,117800,17470.0,4.4,60000.0,1984.0,140.0,1,2018-08-29,2028-08-28,5.6,False
BMW,5 Series 520i ,143888,14380.0,9.6,110000.0,1997.0,135.0,3,2013-05-30,2033-05-29,10.4,True
Volvo,S60 T5 R-Design Sunroof,174800,19130.0,2.0,22339.0,1969.0,187.0,1,2020-12-30,2030-12-30,8.0,False
Mercedes-Benz,E-Class E200 CGI ,82800,12160.0,13.0,,1796.0,135.0,3,2010-01-28,2029-10-01,6.7,True
Lexus,IS Hybrid IS300h Executive,235800,22210.0,0.4,2500.0,2494.0,164.0,1,2022-08-31,2032-08-30,9.6,False
Mercedes-Benz,C-Class C300 Sunroof,189800,22800.0,3.3,98000.0,1991.0,190.0,1,2019-09-13,2029-09-12,6.7,False
Lexus,ES Hybrid ES300h Luxury Sunroof,73800,17630.0,7.3,142000.0,2494.0,151.0,3,2015-10-09,2025-10-08,2.7,False
Toyota,Camry 2.4A ,33800,13510.0,12.5,146601.0,2362.0,123.0,1,2010-07-13,2025-07-01,2.5,True
Mazda,6 2.0A Executive,108888,13700.0,2.9,28000.0,1998.0,121.0,2,2020-02-11,2030-02-10,7.1,False
Mercedes-Benz,CLA-Class CLA180,72800,21480.0,7.2,39000.0,1595.0,90.0,1,2015-10-21,2025-10-20,2.8,False
Maserati,Quattroporte S 3.0A,129888,55650.0,9.1,,2979.0,302.0,3,2013-12-02,2023-12-02,0.9,False
Toyota,Camry 2.0A ,69800,10250.0,13.2,106000.0,1998.0,108.0,4,2009-11-02,2029-10-01,6.7,True
BMW,3 Series 316i Sport,29350,24520.0,9.4,68345.0,1598.0,100.0,1,2013-08-14,2023-08-14,0.6,False
Mercedes-Benz,E-Class E200 Avantgarde,188800,22310.0,3.2,70000.0,1991.0,145.0,2,2019-11-14,2029-11-13,6.8,False
BMW,3 Series 318i Highline Sport,207800,18550.0,0.2,,1998.0,115.0,1,2022-10-31,2032-10-30,9.8,False
Mercedes-Benz,S-Class S350d L AMG Line Premium,409800,39610.0,1.6,29000.0,2925.0,210.0,1,2021-06-17,2031-06-17,8.4,False
BMW,5 Series 520i Mild Hybrid,215800,21910.0,1.5,14600.0,1998.0,137.2,1,2021-06-25,2031-06-25,8.5,False
BMW,3 Series 318i ,63800,10120.0,13.6,110000.0,1995.0,100.0,5,2009-06-22,2029-04-01,6.2,True
Lexus,ES250 Executive Sunroof,183800,20450.0,2.2,35700.0,2487.0,152.0,2,2020-10-30,2030-10-30,7.8,False
Mercedes-Benz,CLA-Class CLA180,84800,18540.0,6.1,81000.0,1595.0,90.0,3,2016-11-25,2026-11-25,3.9,False
Toyota,Camry 2.0A ,79800,10440.0,12.0,150000.0,1998.0,108.0,3,2011-01-25,2030-08-01,7.6,True
BMW,5 Series 520i Mild Hybrid Executive,256800,22970.0,0.2,,1998.0,137.2,1,2022-10-31,2032-10-30,9.8,False
BMW,5 Series 520i Mild Hybrid Executive,235800,22640.0,1.0,12800.0,1998.0,137.2,1,2022-01-28,2032-01-28,9.0,False
BMW,4 Series 420i Gran Coupe M-Sport,141800,20900.0,4.6,64000.0,1998.0,135.0,1,2018-06-19,2028-06-18,5.4,False
Mercedes-Benz,A-Class Saloon A180 Progressive,164800,15880.0,0.8,5000.0,1332.0,96.0,1,2022-03-30,2032-03-29,9.2,False
Mercedes-Benz,C-Class C180K ,28800,16050.0,13.2,,1597.0,115.0,2,2009-10-28,2024-10-01,1.7,True
BMW,5 Series 523i Highline ,91800,12070.0,12.4,163201.0,2497.0,150.0,5,2010-08-19,2030-08-01,7.6,True
BMW,2 Series 216i Gran Coupe Sport,162800,15700.0,0.4,2000.0,1499.0,80.0,1,2022-08-19,2032-08-18,9.6,False
Mercedes-Benz,C-Class C200 Mild Hybrid Avantgarde,159800,19050.0,3.0,60000.0,1497.0,145.0,1,2020-01-21,2030-01-20,7.0,False
Lexus,GS250 Executive,89800,22030.0,7.3,,2500.0,154.0,1,2015-10-05,2025-10-04,2.7,False
Mercedes-Benz,CLA-Class CLA200 AMG Line Premium Plus,211800,21040.0,1.2,19000.0,1332.0,120.0,1,2021-11-05,2031-11-05,8.8,False
BMW,3 Series 316i,36800,22490.0,9.0,142000.0,1598.0,100.0,2,2014-01-27,2024-01-27,1.0,False
BMW,5 Series 530e Plug-in Hybrid M Sport,189800,24840.0,4.1,91000.0,1998.0,185.0,1,2018-11-30,2028-11-29,5.9,False
Toyota,Camry 2.0A,68888,15620.0,6.6,76000.0,1998.0,123.0,2,2016-05-30,2026-05-30,3.4,False
Mazda,6 2.0A Executive,105777,13840.0,3.2,89000.0,1998.0,121.0,1,2019-10-17,2029-10-16,6.8,False
Rolls-Royce,Phantom ,888888,116330.0,10.7,25588.0,6749.0,338.0,4,2012-04-30,2030-08-01,7.6,True
BMW,5 Series 523i M-Sport ,122000,15300.0,11.8,152000.0,2497.0,150.0,2,2011-03-21,2030-12-01,7.9,True
Mercedes-Benz,E-Class E250 Avantgarde,135800,22870.0,5.7,75000.0,1991.0,155.0,1,2017-04-27,2027-04-27,4.3,False
Lexus,IS250 ,44000,14040.0,16.8,,2500.0,153.0,6,2006-04-12,2026-02-01,3.1,True
BMW,5 Series 520i Luxury,59800,18260.0,8.1,128000.0,1997.0,135.0,2,2014-11-28,2024-11-27,1.9,False
Subaru,Legacy 2.5A GT ,57300,11200.0,14.9,,2457.0,184.0,4,2008-02-22,2028-02-01,5.1,True
Audi,A4 1.4A TFSI S-tronic,68800,17710.0,6.9,138500.0,1395.0,110.0,2,2016-02-25,2026-02-24,3.1,False
Mercedes-Benz,CLA-Class CLA180 Urban,125777,17510.0,3.7,63000.0,1595.0,90.0,1,2019-04-15,2029-04-14,6.3,False
Mercedes-Benz,C-Class C180 Avantgarde,150800,18290.0,3.0,51000.0,1595.0,115.0,1,2020-01-02,2030-01-01,7.0,False
BMW,5 Series 520i,139800,21020.0,4.8,107000.0,1998.0,135.0,1,2018-04-11,2028-04-10,5.2,False
Audi,A4 Mild Hybrid 2.0A TFSI S-tronic,153800,17450.0,2.3,12145.0,1984.0,110.0,1,2020-10-10,2030-10-10,7.7,False
Mercedes-Benz,E-Class E200 Avantgarde Sunroof,135800,22950.0,5.4,92000.0,1991.0,135.0,2,2017-08-11,2027-08-11,4.6,False
BMW,6 Series 630i Gran Turismo M-Sport Sunroof,246800,26810.0,2.5,32536.0,1998.0,190.0,2,2020-07-13,2030-07-13,7.5,False
Infiniti,Q50 2.0A T Premium,73777,14460.0,6.2,84000.0,1991.0,155.0,2,2016-10-31,2026-10-31,3.8,False
Audi,A4 2.0A TFSI S-tronic,151800,17160.0,2.3,28000.0,1984.0,140.0,2,2020-09-24,2030-09-24,7.7,False
Volkswagen,Passat 1.8A TFSI,95800,14990.0,4.8,51000.0,1798.0,132.0,1,2018-04-05,2028-04-04,5.2,False
Mercedes-Benz,C-Class C350e Plug-in Hybrid AMG Line,199888,22010.0,2.1,60000.0,1991.0,205.0,1,2020-12-16,2030-12-16,7.9,False
Mercedes-Benz,S-Class S400L,146777,28880.0,7.5,123900.0,2996.0,245.0,1,2015-07-29,2025-07-28,2.5,False
Audi,A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,199800,19800.0,1.0,15000.0,1984.0,110.0,1,2022-01-20,2032-01-20,9.0,False
Audi,A4 Mild Hybrid 2.0A TFSI S-tronic,157800,17520.0,2.1,29900.0,1984.0,110.0,2,2020-12-22,2030-12-22,7.9,False
Mercedes-Benz,CLA-Class CLA180 AMG Line,168800,18040.0,1.8,20500.0,1332.0,100.0,1,2021-03-25,2031-03-25,8.2,False
