brand,model,price,depre,age,mileage,eng_cap,power,owners,reg_date,maturity_date,years_left,COE_extended
BMW,3 Series 320i Gran Turismo,70800,19990.0,7.6,95300.0,1997.0,135.0,3,2015-06-05,2025-06-04,2.4,False
Volvo,S60 T4 Momentum,142800,17690.0,3.0,44000.0,1969.0,140.0,1,2019-12-26,2029-12-25,7.0,False
Audi,A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,205800,19460.0,0.5,12000.0,1984.0,110.0,1,2022-06-27,2032-06-26,9.5,False
BMW,5 Series 520i Sport,199800,22020.0,2.5,25448.0,1998.0,135.0,1,2020-07-29,2030-07-29,7.5,False
Mercedes-Benz,CLA-Class CLA180 Progressive,163000,18580.0,2.2,43800.0,1332.0,96.0,1,2020-10-16,2030-10-16,7.8,False
Mazda,6 2.0A,92800,13590.0,3.9,40000.0,1998.0,121.0,3,2019-02-28,2029-02-27,6.1,False
Lexus,IS Turbo IS200t Executive,115800,19180.0,5.1,110000.0,1998.0,180.0,3,2017-11-30,2027-11-30,4.9,False
BMW,5 Series 540i xDrive M-Sport,228800,29960.0,4.4,59149.0,2998.0,250.0,2,2018-08-29,2028-08-28,5.6,False
BMW,3 Series 320i Efficient Dynamics,50800,20260.0,8.3,139000.0,1598.0,125.0,3,2014-09-30,2024-09-29,1.7,False
BMW,5 Series 535i Sunroof ,115000,14910.0,12.3,150000.0,2979.0,225.0,4,2010-09-28,2030-09-01,7.6,True
BMW,5 Series 520i ,76800,14710.0,34.0,215000.0,1990.0,,,1988-12-30,2028-03-01,5.1,True
Mercedes-Benz,S-Class S500L Mild Hybrid AMG Line 4MATIC Premium Plus Executive,573988,49010.0,0.2,,2999.0,,1,2022-11-02,2032-11-01,9.8,False
Mazda,6 2.0A,98000,13960.0,3.7,55800.0,1998.0,121.0,1,2019-05-14,2029-05-13,6.3,False
Mercedes-Benz,CLA-Class CLA200 ,128000,12790.0,9.2,109700.0,1595.0,115.0,4,2013-11-06,2033-11-05,10.8,True
Mercedes-Benz,C-Class C200 Edition C,50888,25250.0,9.0,69140.0,1796.0,135.0,2,2014-01-15,2024-01-15,1.0,False
Mercedes-Benz,S-Class S400L,162500,34540.0,7.4,91000.0,2996.0,245.0,2,2015-08-12,2025-08-11,2.6,False
BMW,5 Series 528i Luxury,57800,22070.0,8.8,155341.0,1997.0,180.0,2,2014-03-26,2024-03-25,1.2,False
BMW,5 Series 528i,66800,19570.0,7.7,123000.0,1997.0,180.0,4,2015-04-14,2025-04-13,2.3,False
Mercedes-Benz,E-Class E200 Avantgarde,120800,22410.0,6.1,88000.0,1991.0,135.0,2,2016-12-14,2026-12-14,3.9,False
Lexus,IS Hybrid IS300h Luxury,188800,19900.0,1.8,24699.0,2494.0,164.0,1,2021-03-24,2031-03-24,8.2,False
Mercedes-Benz,CLA-Class CLA180,70800,20240.0,7.2,98780.0,1595.0,90.0,2,2015-11-16,2025-11-15,2.8,False
Audi,A4 2.0A TFSI Quattro S-tronic ,97800,12260.0,11.8,144000.0,1984.0,155.0,4,2011-04-08,2030-12-01,7.9,True
BMW,3 Series 318i Luxury,108600,17050.0,4.8,107531.0,1499.0,100.0,1,2018-03-28,2028-03-27,5.2,False
Skoda,Superb 2.0A TSI Ambition,104800,15450.0,4.2,34000.0,1984.0,162.0,1,2018-11-16,2028-11-15,5.8,False
BMW,3 Series 318i,74800,17260.0,6.4,71000.0,1499.0,100.0,2,2016-08-18,2026-08-18,3.6,False
Mercedes-Benz,E-Class E200 Exclusive,249800,24930.0,1.4,7800.0,1991.0,145.0,1,2021-08-13,2031-08-13,8.6,False
Mercedes-Benz,E-Class E200 CGI ,90500,11470.0,12.0,135000.0,1796.0,135.0,4,2010-12-30,2030-11-01,7.8,True
Mercedes-Benz,CLA-Class CLA180 AMG Line,186800,19150.0,1.3,3228.0,1332.0,96.0,1,2021-09-30,2031-09-30,8.7,False
Mercedes-Benz,E-Class E350e Plug-in Hybrid,210800,25470.0,3.2,28188.0,1991.0,210.0,1,2019-11-01,2029-10-31,6.8,False
Peugeot,508 Fastback 1.6A GT,161800,15410.0,0.6,9999.0,1598.0,133.0,1,2022-06-02,2032-06-01,9.4,False
Nissan,Skyline 250GT ,71998,12970.0,14.5,123358.0,2495.0,165.0,More than 6,2008-07-30,2028-07-01,5.5,True
Mercedes-Benz,S-Class S450L Mild Hybrid,465800,42730.0,1.0,4449.0,2999.0,286.0,1,2021-12-27,2031-12-27,9.0,False
Hyundai,i45 2.0A Sunroof,31800,15830.0,8.6,125888.0,1999.0,119.0,1,2014-06-10,2024-06-09,1.4,False
Mercedes-Benz,C-Class C200 AMG Line Sunroof,138388,23690.0,5.6,79000.0,1991.0,135.0,3,2017-06-20,2027-06-20,4.4,False
Mercedes-Benz,A-Class Saloon A180 AMG Line,176800,17370.0,1.0,8663.0,1332.0,96.0,1,2022-01-17,2032-01-17,9.0,False
Mercedes-Benz,CLA-Class CLA180,84800,18930.0,6.2,126808.0,1595.0,90.0,2,2016-10-27,2026-10-27,3.8,False
Mercedes-Benz,C-Class C200 Avantgarde,56888,23780.0,8.3,112000.0,1991.0,135.0,3,2014-09-11,2024-09-10,1.7,False
Mercedes-Benz,C-Class C200 Sport,116800,20770.0,5.3,29420.0,1991.0,135.0,1,2017-09-14,2027-09-14,4.7,False
Mercedes-Benz,C-Class C180 Avantgarde,79800,20960.0,7.1,,1595.0,115.0,1,2015-12-18,2025-12-17,2.9,False
Mercedes-Benz,CLA-Class CLA180 AMG Line,75800,18320.0,6.6,104000.0,1595.0,90.0,1,2016-05-26,2026-05-26,3.4,False
Mercedes-Benz,CLA-Class CLA180,80800,19540.0,6.5,,1595.0,90.0,2,2016-07-01,2026-07-01,3.5,False
BMW,3 Series 318i Shadow Edition,104500,15780.0,4.7,101448.0,1499.0,100.0,2,2018-05-16,2028-05-15,5.3,False
BMW,5 Series 528i,93800,23100.0,7.2,85000.0,1997.0,180.0,3,2015-10-20,2025-10-19,2.8,False
Mercedes-Benz,C-Class C200 Mild Hybrid Avantgarde,161688,20690.0,3.5,49000.0,1497.0,145.0,1,2019-07-26,2029-07-25,6.5,False
Audi,A4 Mild Hybrid 2.0A TFSI S-tronic,165800,16840.0,1.4,12200.0,1984.0,110.0,2,2021-08-31,2031-08-31,8.6,False
Mercedes-Benz,E-Class E200 Mild Hybrid AMG Line,248800,24840.0,1.2,23000.0,1991.0,155.0,1,2021-10-12,2031-10-12,8.8,False
BMW,5 Series 523i ,86800,11700.0,12.6,182274.0,2497.0,150.0,4,2010-06-11,2030-06-01,7.4,True
Toyota,Camry 2.0A ,58800,10430.0,14.4,145500.0,1998.0,108.0,3,2008-08-31,2028-08-01,5.6,True
Mercedes-Benz,C-Class C280 ,85800,14420.0,14.1,123000.0,2996.0,170.0,5,2008-12-23,2028-12-01,5.9,True
Mercedes-Benz,S-Class S320L,205888,32170.0,5.7,,2996.0,200.0,3,2017-05-04,2027-05-04,4.3,False
Tesla,Model 3 Electric Standard Range Plus,205800,21830.0,1.3,14000.0,,239.0,2,2021-09-21,2031-09-21,8.7,False
Honda,Accord 2.4A,45800,14710.0,8.1,,2356.0,129.0,2,2014-12-05,2024-12-04,1.9,False
Mercedes-Benz,CLA-Class CLA200 Urban,98800,19050.0,5.6,67557.0,1595.0,115.0,2,2017-06-19,2027-06-19,4.4,False
Mercedes-Benz,C-Class C160 Avantgarde,155000,17420.0,2.2,25700.0,1497.0,95.0,2,2020-10-12,2030-10-12,7.8,False
Toyota,Mark X 2.5A ,60888,11160.0,14.5,,2499.0,158.0,6,2008-06-25,2028-06-01,5.4,True
BMW,5 Series 528i ,45800,15860.0,12.0,,2996.0,190.0,More than 6,2011-01-17,2025-11-01,2.8,True
Volkswagen,Passat 2.0A TSI Business (OPC),140800,15470.0,2.0,17000.0,1984.0,140.0,1,2021-01-28,2031-01-28,8.0,False
BMW,5 Series 523i Highline ,90800,12150.0,12.4,141000.0,2497.0,150.0,4,2010-08-31,2030-06-01,7.4,True
Volkswagen,Passat 1.8A TFSI Sunroof,69800,16710.0,6.7,56000.0,1798.0,132.0,1,2016-04-12,2026-04-12,3.2,False
Mercedes-Benz,E-Class E200 CGI ,98810,11900.0,11.6,135000.0,1796.0,135.0,3,2011-06-17,2031-04-01,8.2,True
BMW,5 Series 523i Highline ,89800,12200.0,12.6,142000.0,2497.0,150.0,3,2010-05-21,2030-05-01,7.3,True
BMW,5 Series 523i Highline Sunroof ,105800,12740.0,11.7,99000.0,2497.0,150.0,3,2011-05-13,2031-04-01,8.2,True
Mercedes-Benz,C-Class C180K ,87800,9880.0,11.0,153000.0,1597.0,115.0,4,2012-01-03,2031-11-01,8.8,True
BMW,5 Series 530i M-Sport,168000,30280.0,5.6,47300.0,1998.0,185.0,1,2017-06-16,2027-06-16,4.4,False
Mercedes-Benz,E-Class E200K ,46800,11230.0,15.8,152773.0,1796.0,135.0,1,2007-03-13,2027-03-01,4.1,True
Mercedes-Benz,E-Class E200 CGI Avantgarde ,88860,13050.0,13.1,140300.0,1796.0,135.0,4,2009-11-19,2029-10-01,6.7,True
Audi,A4 2.0A TFSI Quattro S-tronic ,114800,14550.0,12.1,,1984.0,155.0,More than 6,2010-11-30,2030-11-01,7.8,True
Mercedes-Benz,CLA-Class CLA180,82888,20540.0,6.6,52666.0,1595.0,90.0,1,2016-06-06,2026-06-06,3.4,False
BMW,5 Series 523i ,97800,12390.0,12.1,137000.0,2497.0,150.0,3,2010-12-08,2030-11-01,7.8,True
Audi,A4 1.8A TFSI MU ,115500,18430.0,13.7,,1798.0,118.0,4,2009-04-17,2029-04-01,6.2,True
Mercedes-Benz,200E ,11800,10400.0,29.4,,1998.0,,,1993-08-25,2024-02-01,1.1,True
BMW,3 Series 320i ,78800,12840.0,30.5,,1991.0,,,1992-07-21,2029-02-01,6.1,True
Volvo,S90 T5 Momentum,142388,19120.0,3.8,73000.0,1969.0,187.0,1,2019-03-28,2029-03-27,6.2,False
Mercedes-Benz,C-Class C200 Edition C,47800,22620.0,9.0,129000.0,1796.0,135.0,1,2014-01-08,2024-01-08,1.0,False
Toyota,Camry 2.5A,42800,17600.0,8.4,137860.0,2494.0,133.0,2,2014-07-31,2024-07-30,1.5,False
Mercedes-Benz,SLK-Class SLK200K ,76800,13410.0,14.3,160000.0,1796.0,135.0,5,2008-10-03,2028-10-01,5.7,True
Volkswagen,Passat 1.8A TFSI Sunroof,65888,15270.0,6.7,100000.0,1798.0,132.0,2,2016-04-29,2026-04-29,3.3,False
Mercedes-Benz,E-Class E200 Avantgarde,253000,24600.0,1.1,10000.0,1991.0,145.0,1,2021-11-29,2031-11-29,8.9,False
Mercedes-Benz,C-Class C180K ,82800,11870.0,13.0,148000.0,1597.0,115.0,3,2010-01-28,2029-12-01,6.9,True
Lexus,ES250 Luxury Sunroof,168000,21470.0,3.5,40500.0,2487.0,152.0,1,2019-06-26,2029-06-25,6.5,False
Mercedes-Benz,C-Class C180 ,68000,13590.0,10.0,115000.0,1595.0,115.0,3,2013-01-04,2033-01-03,10.0,True
Volkswagen,Passat 1.8A TFSI Highline Sunroof,108800,15510.0,4.2,60500.0,1798.0,132.0,1,2018-11-07,2028-11-06,5.8,False
Audi,A3 Sedan 1.4A TFSI CoD S-tronic,100800,15220.0,4.2,83500.0,1395.0,110.0,1,2018-10-30,2028-10-29,5.8,False
Audi,A4 1.4A TFSI S-tronic,77800,16900.0,6.2,97000.0,1395.0,110.0,1,2016-10-31,2026-10-31,3.8,False
BMW,5 Series 523i ,95600,13240.0,12.5,230000.0,2497.0,150.0,4,2010-07-30,2030-03-01,7.1,True
BMW,5 Series 520d M-Sport,161988,24540.0,5.0,78000.0,1995.0,140.0,1,2018-01-24,2028-01-24,5.0,False
Toyota,Camry 2.0A,88888,17440.0,5.9,31000.0,1998.0,123.0,1,2017-02-24,2027-02-24,4.1,False
Audi,A4 2.0A TFSI S-tronic,136888,18880.0,3.8,85000.0,1984.0,140.0,3,2019-03-29,2029-03-28,6.2,False
BMW,3 Series 316i ,80800,16150.0,9.7,,1598.0,100.0,2,2013-05-13,2033-05-12,10.3,True
Mercedes-Benz,A-Class Saloon A200 Progressive,140800,17110.0,2.9,26454.0,1499.0,120.0,2,2020-02-24,2030-02-23,7.1,False
Mercedes-Benz,E-Class E200 Avantgarde,213800,23530.0,2.4,17761.0,1991.0,145.0,1,2020-08-27,2030-08-27,7.6,False
Rolls-Royce,Ghost ,568800,66480.0,11.4,29605.0,6592.0,420.0,2,2011-08-05,2031-07-01,8.5,True
Toyota,Camry Hybrid 2.5A Elegance,173800,17710.0,0.9,12900.0,2487.0,155.0,1,2022-02-16,2032-02-16,9.1,False
Lexus,ES250 Executive Sunroof,130500,19990.0,4.5,64000.0,2494.0,135.0,1,2018-06-27,2028-06-26,5.5,False
Mazda,6 2.5A Premium,89800,14390.0,4.6,70000.0,2488.0,141.0,1,2018-05-22,2028-05-21,5.4,False
BMW,5 Series 520i Mild Hybrid Luxury,205800,22010.0,2.0,53000.0,1998.0,137.2,1,2020-12-28,2030-12-28,8.0,False
Audi,A5 Sportback 2.0A TFSI Quattro ,89800,11750.0,12.0,150000.0,1984.0,155.0,4,2011-01-03,2030-08-01,7.6,True
BMW,5 Series 520i,72300,19930.0,7.7,118000.0,1997.0,135.0,2,2015-05-14,2025-05-13,2.3,False
Mercedes-Benz,C-Class C180 Avantgarde,79800,20550.0,7.0,133000.0,1595.0,115.0,1,2016-01-20,2026-01-19,3.0,False
BMW,5 Series 540i M-Sport Sunroof,178500,29760.0,5.5,100000.0,2998.0,250.0,1,2017-06-28,2027-06-28,4.5,False
Mercedes-Benz,EQE350+ Electric Exclusive Luxury,438988,39150.0,0.0,,,215.0,1,2023-01-07,2033-01-06,10.0,False
BMW,7 Series 740Li Sunroof,410800,35580.0,0.6,6288.0,2998.0,245.0,1,2022-05-31,2032-05-30,9.4,False
Mercedes-Benz,E-Class E200 Avantgarde,242800,25360.0,1.8,21000.0,1991.0,145.0,1,2021-03-30,2031-03-30,8.2,False
Jaguar,XE 2.0A Prestige,92000,15160.0,5.4,92471.0,1998.0,147.0,1,2017-08-30,2027-08-30,4.6,False
Mercedes-Benz,E-Class E200,52800,20250.0,8.6,144267.0,1991.0,135.0,3,2014-06-24,2024-06-23,1.4,False
BMW,5 Series 523i ,99800,12260.0,11.8,134000.0,2497.0,150.0,4,2011-03-29,2031-02-01,8.1,True
Mercedes-Benz,CLA-Class CLA180 Progressive,160800,17990.0,2.1,29000.0,1332.0,96.0,1,2020-11-23,2030-11-23,7.9,False
BMW,4 Series 420i Gran Coupe,131800,21890.0,5.0,55200.0,1998.0,135.0,1,2017-12-29,2027-12-29,5.0,False
Mercedes-Benz,CLA-Class CLA180 Sport,104800,17180.0,4.6,88000.0,1595.0,90.0,1,2018-05-22,2028-05-21,5.4,False
Kia,Optima 2.0A,55800,12640.0,6.6,70000.0,1999.0,120.0,2,2016-05-27,2026-05-27,3.4,False
Mercedes-Benz,C-Class C180 Avantgarde Night Edition,175800,18280.0,1.5,19000.0,1497.0,115.0,1,2021-06-30,2031-06-30,8.5,False
Audi,A3 Sedan 1.0A TFSI S-tronic,90800,14540.0,4.7,136000.0,999.0,85.0,3,2018-05-11,2028-05-10,5.3,False
Mercedes-Benz,C-Class C180 Avantgarde,53800,23740.0,8.3,142828.0,1595.0,115.0,1,2014-09-15,2024-09-14,1.7,False
Mercedes-Benz,C-Class C180K ,85800,10760.0,11.6,,1597.0,115.0,5,2011-06-21,2030-12-01,7.9,True
Audi,A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,163800,17890.0,1.3,14000.0,1498.0,110.0,1,2021-09-14,2031-09-14,8.7,False
Lexus,ES250 Executive Sunroof,115000,19510.0,5.2,85000.0,2494.0,135.0,3,2017-10-30,2027-10-30,4.8,False
Mercedes-Benz,E-Class E250 CGI ,89800,12360.0,12.7,151762.0,1796.0,150.0,4,2010-04-16,2030-04-01,7.2,True
Mercedes-Benz,CLA-Class CLA180,45000,21220.0,8.4,112800.0,1595.0,90.0,4,2014-09-03,2024-09-02,1.6,False
Mercedes-Benz,C-Class C180 Avantgarde,150800,19370.0,3.3,54000.0,1595.0,115.0,1,2019-09-17,2029-09-16,6.7,False
Toyota,Camry 2.0A ,39800,11470.0,16.3,165000.0,1998.0,108.0,More than 6,2006-09-19,2026-06-01,3.4,True
BMW,4 Series 420i Gran Coupe Sunroof,63777,24730.0,8.4,,1997.0,135.0,5,2014-07-31,2024-07-30,1.5,False
BMW,5 Series 520i Sport,210800,22880.0,2.3,10600.0,1998.0,135.0,1,2020-10-09,2030-10-09,7.7,False
BMW,2 Series 218i Gran Coupe M-Sport,166800,16300.0,1.1,14000.0,1499.0,100.0,1,2021-12-17,2031-12-17,8.9,False
Audi,A5 Sportback 2.0A TFSI Quattro Sunroof ,95800,12870.0,12.6,167000.0,1984.0,155.0,5,2010-06-21,2030-06-01,7.4,True
Mercedes-Benz,E-Class E200 CGI ,91777,12090.0,12.4,,1796.0,135.0,3,2010-08-13,2030-08-01,7.6,True
Mercedes-Benz,A-Class Saloon A180 Progressive,165000,15900.0,0.8,13000.0,1332.0,96.0,1,2022-03-30,2032-03-29,9.2,False
Toyota,Camry Hybrid 2.5A Elegance,167800,17860.0,1.3,29300.0,2487.0,155.0,1,2021-09-17,2031-09-17,8.7,False
Mercedes-Benz,CLA-Class CLA180,54988,21470.0,7.9,134000.0,1595.0,90.0,4,2015-02-11,2025-02-10,2.1,False
Rolls-Royce,Phantom ,498888,81290.0,13.7,40000.0,6749.0,338.0,More than 6,2009-05-12,2029-02-01,6.1,True
BMW,7 Series 740Li Sunroof,150800,31980.0,7.1,64000.0,2998.0,240.0,2,2015-11-27,2025-11-26,2.9,False
Lexus,IS250 ,94800,12560.0,12.5,137000.0,2500.0,153.0,4,2010-07-29,2030-07-01,7.5,True
Mercedes-Benz,C-Class C180 Avantgarde,123300,19960.0,4.9,62000.0,1595.0,115.0,1,2018-02-06,2028-02-06,5.1,False
Audi,A6 2.0A TFSI MU,60700,18180.0,7.8,91000.0,1984.0,132.0,3,2015-03-30,2025-03-29,2.2,False
Mercedes-Benz,S-Class S450L Mild Hybrid,505800,46870.0,1.0,3500.0,2999.0,286.0,1,2022-01-19,2032-01-19,9.0,False
Audi,A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,210000,22910.0,1.8,27000.0,1984.0,110.0,2,2021-03-24,2031-03-24,8.2,False
Volvo,S60 T2,56777,13100.0,6.7,,1498.0,90.0,2,2016-05-06,2026-05-06,3.3,False
Audi,A3 Sedan 1.4A TFSI S-tronic Attraction,62800,16020.0,6.6,100800.0,1395.0,92.0,1,2016-05-31,2026-05-31,3.4,False
BMW,3 Series 316i M-Sport ,104800,11470.0,10.0,60000.0,1598.0,100.0,4,2013-01-21,2032-02-01,9.1,True
Mercedes-Benz,S-Class S400L,128800,36420.0,8.5,21037.0,2996.0,245.0,2,2014-07-21,2024-07-20,1.5,False
Mercedes-Benz,S-Class S450L Mild Hybrid 4MATIC,455800,44000.0,1.6,25000.0,2999.0,286.0,1,2021-06-08,2031-06-08,8.4,False
Mercedes-Benz,CLA-Class CLA180 Sport,108800,16460.0,4.3,54000.0,1595.0,90.0,3,2018-09-06,2028-09-05,5.7,False
Lexus,IS Hybrid IS300h Executive,131800,18930.0,4.2,50000.0,2494.0,164.0,1,2018-10-19,2028-10-18,5.8,False
Lexus,IS250 F Sport,68000,25860.0,8.7,88633.0,2500.0,153.0,2,2014-05-07,2024-05-06,1.3,False
BMW,3 Series 328i ,125000,14760.0,10.8,,1997.0,180.0,5,2012-03-28,2031-06-01,8.4,True
BMW,4 Series 420i Gran Coupe,153200,19980.0,3.6,49000.0,1998.0,135.0,2,2019-05-28,2029-05-27,6.4,False
BMW,5 Series 523i ,39800,16830.0,12.6,,2497.0,150.0,4,2010-05-24,2025-05-01,2.3,True
Toyota,Camry 2.0A,61800,15400.0,7.0,70300.0,1998.0,123.0,2,2016-01-18,2026-01-17,3.0,False
Mercedes-Benz,S-Class S320L,159777,26760.0,6.5,,2996.0,200.0,1,2016-07-01,2026-07-01,3.5,False
BMW,2 Series 218i Gran Coupe M-Sport,162800,17240.0,1.8,22000.0,1499.0,100.0,1,2021-03-30,2031-03-30,8.2,False
BMW,2 Series 216i Gran Coupe Sport,162800,15680.0,0.4,2000.0,1499.0,80.0,1,2022-08-24,2032-08-23,9.6,False
BMW,7 Series 730Li Sunroof,142500,25410.0,6.3,103000.0,1998.0,190.0,2,2016-09-15,2026-09-15,3.7,False
BMW,5 Series 528i Gran Turismo Luxury Sunroof,85300,23790.0,7.7,71000.0,1997.0,180.0,3,2015-04-28,2025-04-27,2.3,False
Lexus,ES250 Luxury Sunroof,180800,21790.0,3.1,49996.0,2487.0,152.0,1,2019-12-23,2029-12-22,6.9,False
BMW,3 Series 318i Highline Sport,167777,17780.0,2.0,32000.0,1998.0,115.0,1,2021-01-22,2031-01-22,8.0,False
Mercedes-Benz,S-Class S400L,138000,31310.0,7.9,96000.0,2996.0,245.0,3,2015-02-04,2025-02-03,2.1,False
Audi,A3 Sedan 1.0A TFSI S-tronic,105000,14350.0,3.5,90000.0,999.0,85.0,1,2019-07-18,2029-07-17,6.5,False
Lexus,IS250 ,75800,10870.0,13.0,175000.0,2500.0,153.0,More than 6,2009-12-31,2029-12-01,6.9,True
Mercedes-Benz,CLA-Class CLA180 AMG Line,205800,18480.0,0.1,,1332.0,100.0,1,2022-12-21,2032-12-20,9.9,False
Volvo,S60 T5 R-Design Sunroof,157800,19590.0,3.1,54000.0,1969.0,187.0,1,2019-12-09,2029-12-08,6.9,False
BMW,5 Series 523i ,105800,12870.0,11.8,,2497.0,150.0,2,2011-03-31,2031-03-01,8.1,True
Toyota,Camry 2.0A ,60800,10380.0,14.1,,1998.0,108.0,2,2008-11-19,2028-11-01,5.8,True
Mercedes-Benz,C-Class C200,105388,21950.0,6.2,85000.0,1991.0,135.0,1,2016-10-14,2026-10-14,3.8,False
Mercedes-Benz,CLA-Class CLA180,55800,21880.0,7.9,101000.0,1595.0,90.0,2,2015-02-11,2025-02-10,2.1,False
Rolls-Royce,Ghost 6.75A,1688888,152400.0,0.7,,6749.0,420.0,1,2022-05-14,2032-05-13,9.3,False
Toyota,Camry 2.5A,119800,14770.0,3.2,25500.0,2487.0,154.0,1,2019-10-25,2029-10-24,6.8,False
Toyota,Camry 2.0A,69888,15680.0,6.6,97000.0,1998.0,123.0,2,2016-06-17,2026-06-17,3.4,False
BMW,2 Series 216i Gran Coupe Sport,158999,15460.0,0.5,6000.0,1499.0,80.0,1,2022-07-13,2032-07-12,9.5,False
Toyota,Camry 2.5A,119800,14770.0,3.2,25500.0,2487.0,154.0,1,2019-10-25,2029-10-24,6.8,False
Toyota,Camry 2.0A,69888,15680.0,6.6,97000.0,1998.0,123.0,2,2016-06-17,2026-06-17,3.4,False
BMW,2 Series 216i Gran Coupe Sport,158999,15460.0,0.5,6000.0,1499.0,80.0,1,2022-07-13,2032-07-12,9.5,False
BMW,5 Series 523i ,89800,11750.0,12.3,108000.0,2497.0,150.0,4,2010-09-20,2030-08-01,7.6,True
Mercedes-Benz,C-Class C180 ,20800,17060.0,12.9,155000.0,1597.0,115.0,6,2010-02-09,2024-03-01,1.1,True
BMW,3 Series 318i Highline Sport,169888,18450.0,2.1,20000.0,1998.0,115.0,1,2020-11-18,2030-11-18,7.9,False
Mercedes-Benz,C-Class C250 Avantgarde,97800,24870.0,7.1,83000.0,1991.0,155.0,2,2015-12-10,2025-12-09,2.9,False
Mazda,6 2.0A Executive,82800,14960.0,5.3,74260.0,1998.0,121.0,1,2017-09-29,2027-09-29,4.7,False
Lexus,IS Turbo IS200t,109800,18590.0,5.3,101000.0,1998.0,180.0,1,2017-09-14,2027-09-14,4.7,False
Mercedes-Benz,A-Class Saloon A180 Progressive,165888,16410.0,1.0,5000.0,1332.0,96.0,1,2022-01-26,2032-01-26,9.0,False
Mercedes-Benz,CLA-Class CLA180 AMG Line,181888,18190.0,1.2,7200.0,1332.0,100.0,1,2021-11-03,2031-11-03,8.8,False
Mercedes-Benz,S-Class S400L Hybrid,119800,34590.0,8.6,96000.0,3498.0,245.0,1,2014-05-21,2024-05-20,1.4,False
BMW,5 Series 523i Highline ,92800,12610.0,12.6,,2497.0,150.0,3,2010-05-21,2030-05-01,7.3,True
Mercedes-Benz,C-Class C250 Avantgarde Sunroof,79966,23770.0,7.6,72000.0,1991.0,155.0,1,2015-06-16,2025-06-15,2.4,False
Lexus,ES250 Executive Sunroof,219800,20990.0,0.8,1500.0,2487.0,152.0,1,2022-03-18,2032-03-17,9.2,False
Audi,A6 1.8A TFSI Ultra,95800,18900.0,6.1,81000.0,1798.0,140.0,1,2016-12-12,2026-12-12,3.9,False
BMW,3 Series 318i,75000,17150.0,6.4,128000.0,1499.0,100.0,2,2016-08-05,2026-08-05,3.6,False
BMW,3 Series 318i,88800,24290.0,6.9,49767.0,1499.0,100.0,1,2016-02-26,2026-02-25,3.1,False
Mercedes-Benz,C-Class C180 Avantgarde,116800,19820.0,5.2,50800.0,1595.0,115.0,1,2017-10-23,2027-10-23,4.8,False
Nissan,Teana 2.5A Sunroof,57800,13400.0,6.8,94176.0,2488.0,127.0,2,2016-03-28,2026-03-28,3.2,False
Maserati,Ghibli 3.0A,243366,32050.0,4.1,33000.0,2979.0,257.0,3,2018-11-23,2028-11-22,5.9,False
Mazda,6 2.0A,94800,13920.0,3.9,38000.0,1998.0,121.0,1,2019-02-28,2029-02-27,6.1,False
Hyundai,i45 2.4A ,29800,12780.0,12.7,110000.0,2359.0,131.0,4,2010-05-12,2025-05-01,2.3,True
BMW,7 Series 730Li Sunroof,176500,25510.0,5.3,83000.0,1998.0,190.0,1,2017-09-19,2027-09-19,4.7,False
Toyota,Camry 2.4A G ,49800,9400.0,14.7,,2362.0,123.0,1,2008-04-28,2028-04-01,5.2,True
Mercedes-Benz,C-Class C180K ,87800,10570.0,11.6,,1597.0,115.0,5,2011-06-20,2031-04-01,8.2,True
Mercedes-Benz,CLA-Class CLA180 AMG Line,193800,19590.0,1.2,19000.0,1332.0,96.0,1,2021-11-16,2031-11-16,8.8,False
Audi,A3 Sedan 1.4A TFSI Ambiente,53333,14980.0,7.1,91000.0,1395.0,92.0,3,2015-11-24,2025-11-23,2.9,False
Toyota,Camry Hybrid 2.5A Ascent Sport,168888,17290.0,1.0,4000.0,2487.0,160.0,1,2022-01-05,2032-01-05,9.0,False
Audi,A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,182800,20680.0,2.2,22500.0,1984.0,110.0,1,2020-10-29,2030-10-29,7.8,False
Mercedes-Benz,CLA-Class CLA200 ,119500,11940.0,9.5,105000.0,1595.0,115.0,6,2013-07-17,2033-07-16,10.5,True
Mercedes-Benz,C-Class C200 Sunroof,109000,22490.0,6.1,92000.0,1991.0,135.0,1,2016-11-24,2026-11-24,3.9,False
Audi,A3 Sedan 1.0A TFSI S-tronic,102888,13800.0,3.4,41000.0,999.0,85.0,1,2019-08-27,2029-08-26,6.6,False
BMW,3 Series 330i Luxury,173800,22540.0,3.7,30000.0,1998.0,190.0,3,2019-04-25,2029-04-24,6.3,False
Audi,A5 Sportback 2.0A TFSI S-tronic Design,165800,20260.0,3.0,54400.0,1984.0,140.0,2,2020-01-28,2030-01-27,7.0,False
Mercedes-Benz,A-Class Saloon A200 AMG Line Premium Plus Sunroof,157800,19290.0,3.0,28000.0,1332.0,120.0,1,2020-01-07,2030-01-06,7.0,False
Mercedes-Benz,CLA-Class CLA180 AMG Line,187988,19260.0,1.3,20000.0,1332.0,96.0,1,2021-09-23,2031-09-23,8.7,False
